"hryear4","prtage","hufaminc","pesex","avg_net_use","n"
2001,4,-3,1,59.1439688715953,257
2001,4,-3,2,61.0687022900763,262
2001,4,-2,1,48.4126984126984,126
2001,4,-2,2,51.2820512820513,156
2001,4,1,1,42.7083333333333,96
2001,4,1,2,36.1111111111111,144
2001,4,2,1,37.8378378378378,74
2001,4,2,2,31.8181818181818,88
2001,4,3,1,41.2698412698413,63
2001,4,3,2,33.8028169014084,71
2001,4,4,1,30.8641975308642,81
2001,4,4,2,40,90
2001,4,5,1,36.986301369863,73
2001,4,5,2,30.6930693069307,101
2001,4,6,1,35.6435643564356,101
2001,4,6,2,36.4341085271318,129
2001,4,7,1,37.6712328767123,146
2001,4,7,2,33.1360946745562,169
2001,4,8,1,42.3076923076923,130
2001,4,8,2,41.1764705882353,136
2001,4,9,1,55.8139534883721,129
2001,4,9,2,48.9655172413793,145
2001,4,10,1,60.6060606060606,132
2001,4,10,2,55.2631578947368,114
2001,4,11,1,70.3125,192
2001,4,11,2,67.4757281553398,206
2001,4,12,1,72.2488038277512,209
2001,4,12,2,74.468085106383,188
2001,4,13,1,79.2307692307692,260
2001,4,13,2,79.8076923076923,208
2001,4,14,1,89.1849529780564,638
2001,4,14,2,91.0344827586207,580
2001,4,NA,1,40,5
2001,4,NA,2,40,5
2001,5,-3,1,53.2307692307692,325
2001,5,-3,2,52,400
2001,5,-2,1,39.1061452513966,179
2001,5,-2,2,43.9024390243902,164
2001,5,1,1,40.9395973154362,149
2001,5,1,2,37.7880184331797,217
2001,5,2,1,38.6792452830189,106
2001,5,2,2,29.4964028776978,139
2001,5,3,1,36.5853658536585,82
2001,5,3,2,26.4,125
2001,5,4,1,38.2165605095541,157
2001,5,4,2,35.9281437125749,167
2001,5,5,1,34.8993288590604,149
2001,5,5,2,28.7671232876712,146
2001,5,6,1,36.5019011406844,263
2001,5,6,2,35.8267716535433,254
2001,5,7,1,38.125,320
2001,5,7,2,44.2528735632184,348
2001,5,8,1,53.0821917808219,292
2001,5,8,2,43.3544303797468,316
2001,5,9,1,41.5322580645161,248
2001,5,9,2,44.9612403100775,258
2001,5,10,1,54.0178571428571,224
2001,5,10,2,57.7235772357724,246
2001,5,11,1,55.4913294797688,346
2001,5,11,2,64.25,400
2001,5,12,1,62.037037037037,324
2001,5,12,2,67.590027700831,361
2001,5,13,1,66.5573770491803,305
2001,5,13,2,75.0830564784053,301
2001,5,14,1,83.0924855491329,692
2001,5,14,2,83.9171974522293,628
2001,5,NA,1,33.3333333333333,9
2001,5,NA,2,25,8
2001,6,-3,1,54.1223404255319,752
2001,6,-3,2,52.9411764705882,850
2001,6,-2,1,37.3390557939914,233
2001,6,-2,2,45.6410256410256,195
2001,6,1,1,25,132
2001,6,1,2,23.8341968911917,193
2001,6,2,1,18.8679245283019,106
2001,6,2,2,24.6376811594203,138
2001,6,3,1,24.7619047619048,105
2001,6,3,2,24.1176470588235,170
2001,6,4,1,25.7668711656442,163
2001,6,4,2,31.5315315315315,222
2001,6,5,1,25,176
2001,6,5,2,30.4147465437788,217
2001,6,6,1,29.9065420560748,321
2001,6,6,2,30.1047120418848,382
2001,6,7,1,38.9558232931727,498
2001,6,7,2,42.5650557620818,538
2001,6,8,1,49.4186046511628,516
2001,6,8,2,46.8239564428312,551
2001,6,9,1,52.5,560
2001,6,9,2,56.6308243727599,558
2001,6,10,1,59.0225563909774,532
2001,6,10,2,59.9229287090559,519
2001,6,11,1,64.5390070921986,846
2001,6,11,2,65,860
2001,6,12,1,70.6812652068127,822
2001,6,12,2,71.0336538461538,832
2001,6,13,1,78.2902137232846,889
2001,6,13,2,79.082774049217,894
2001,6,14,1,85.8565737051793,1506
2001,6,14,2,87.1088861076345,1598
2001,6,NA,1,44.4444444444444,9
2001,6,NA,2,66.6666666666667,9
2001,7,-3,1,47.2302010668855,4874
2001,7,-3,2,42.6559010479299,5821
2001,7,-2,1,40.0384985563041,1039
2001,7,-2,2,35.921568627451,1275
2001,7,1,1,15.5737704918033,488
2001,7,1,2,17.5656984785615,723
2001,7,2,1,11.1570247933884,484
2001,7,2,2,10.9183673469388,980
2001,7,3,1,13.4579439252336,535
2001,7,3,2,11.0902255639098,1064
2001,7,4,1,19.2695214105793,794
2001,7,4,2,17.7407126611069,1319
2001,7,5,1,17.0670037926675,791
2001,7,5,2,17.056856187291,1196
2001,7,6,1,20.7434944237918,1345
2001,7,6,2,22.3796033994334,1765
2001,7,7,1,29.7354497354497,1890
2001,7,7,2,30.248500428449,2334
2001,7,8,1,35.4451119606772,1831
2001,7,8,2,36.8886818816954,2147
2001,7,9,1,45.3488372093023,1806
2001,7,9,2,47.3813020068527,2043
2001,7,10,1,51.2301804264625,1829
2001,7,10,2,51.8305439330544,1912
2001,7,11,1,60.1817569841804,2971
2001,7,11,2,61.2692181877658,3057
2001,7,12,1,67.4714518760196,3065
2001,7,12,2,67.8269355888094,3074
2001,7,13,1,74.3205248359887,3201
2001,7,13,2,75.3552971576227,3096
2001,7,14,1,85.5390653747087,8153
2001,7,14,2,85.6704196519959,7816
2001,7,NA,1,45.4545454545455,22
2001,7,NA,2,40.7407407407407,27
2001,NA,-3,1,58.6092715231788,1812
2001,NA,-3,2,59.3947036569987,1586
2001,NA,-3,NA,0,582
2001,NA,-2,1,49.0364025695931,467
2001,NA,-2,2,49.0721649484536,485
2001,NA,-2,NA,0,125
2001,NA,1,1,18.2844243792325,443
2001,NA,1,2,18.9655172413793,464
2001,NA,1,NA,0,153
2001,NA,2,1,25,336
2001,NA,2,2,17.3134328358209,335
2001,NA,2,NA,0,82
2001,NA,3,1,17.3575129533679,386
2001,NA,3,2,20.2739726027397,365
2001,NA,3,NA,0,78
2001,NA,4,1,28.3858998144712,539
2001,NA,4,2,28.5444234404537,529
2001,NA,4,NA,0,106
2001,NA,5,1,26.1811023622047,508
2001,NA,5,2,29.938900203666,491
2001,NA,5,NA,0,67
2001,NA,6,1,29.9222797927461,772
2001,NA,6,2,31.2176165803109,772
2001,NA,6,NA,0,166
2001,NA,7,1,40.0900900900901,1110
2001,NA,7,2,42.0152091254753,1052
2001,NA,7,NA,0,160
2001,NA,8,1,44.3405051449953,1069
2001,NA,8,2,46.2062256809339,1028
2001,NA,8,NA,0,140
2001,NA,9,1,54.3798785776236,1153
2001,NA,9,2,55.767397521449,1049
2001,NA,9,NA,0,139
2001,NA,10,1,62.3115577889447,995
2001,NA,10,2,58.4233261339093,926
2001,NA,10,NA,0,129
2001,NA,11,1,67.6064123825318,1809
2001,NA,11,2,67.9113185530922,1714
2001,NA,11,NA,0,179
2001,NA,12,1,74.9717514124294,1770
2001,NA,12,2,77.1156138259833,1678
2001,NA,12,NA,0,177
2001,NA,13,1,83.1882480957563,1838
2001,NA,13,2,83.1161473087819,1765
2001,NA,13,NA,0,147
2001,NA,14,1,90.0980626644343,4181
2001,NA,14,2,91.2881608339538,4029
2001,NA,14,NA,0,311
2001,NA,NA,1,47.6190476190476,21
2001,NA,NA,2,41.6666666666667,12
2001,NA,NA,NA,0,12824
2003,4,-3,1,54.5731707317073,328
2003,4,-3,2,61.8421052631579,304
2003,4,-2,1,45.0819672131148,122
2003,4,-2,2,54,150
2003,4,1,1,49.4736842105263,95
2003,4,1,2,48.0769230769231,156
2003,4,2,1,40.2985074626866,67
2003,4,2,2,41.4893617021277,94
2003,4,3,1,38.4615384615385,52
2003,4,3,2,26.9230769230769,52
2003,4,4,1,43.75,64
2003,4,4,2,34.1772151898734,79
2003,4,5,1,42.8571428571429,56
2003,4,5,2,37.9746835443038,79
2003,4,6,1,32.3232323232323,99
2003,4,6,2,35.7894736842105,95
2003,4,7,1,42.6470588235294,136
2003,4,7,2,46.8965517241379,145
2003,4,8,1,48.4375,128
2003,4,8,2,55.7251908396947,131
2003,4,9,1,58.2677165354331,127
2003,4,9,2,47.7272727272727,132
2003,4,10,1,66.9902912621359,103
2003,4,10,2,68.75,112
2003,4,11,1,75.8241758241758,182
2003,4,11,2,72.1590909090909,176
2003,4,12,1,80.4123711340206,194
2003,4,12,2,79.8994974874372,199
2003,4,13,1,83.8582677165354,254
2003,4,13,2,83,200
2003,4,14,1,89.811320754717,265
2003,4,14,2,90.1960784313726,255
2003,4,15,1,94.8979591836735,196
2003,4,15,2,93.6170212765958,188
2003,4,16,1,90.8333333333333,120
2003,4,16,2,95.2380952380952,105
2003,4,NA,1,66.6666666666667,6
2003,4,NA,2,14.2857142857143,7
2003,5,-3,1,52.4691358024691,486
2003,5,-3,2,46.7505241090147,477
2003,5,-2,1,45.7286432160804,199
2003,5,-2,2,43.4285714285714,175
2003,5,1,1,34.1463414634146,123
2003,5,1,2,40.7960199004975,201
2003,5,2,1,40.2061855670103,97
2003,5,2,2,34.3283582089552,134
2003,5,3,1,36.2903225806452,124
2003,5,3,2,27.2727272727273,121
2003,5,4,1,31.7460317460317,126
2003,5,4,2,40.2173913043478,184
2003,5,5,1,43.5114503816794,131
2003,5,5,2,42.2077922077922,154
2003,5,6,1,40.1869158878505,214
2003,5,6,2,36.6492146596859,191
2003,5,7,1,47.6190476190476,294
2003,5,7,2,48.7179487179487,312
2003,5,8,1,48.0968858131488,289
2003,5,8,2,48.6577181208054,298
2003,5,9,1,50,296
2003,5,9,2,53.0035335689046,283
2003,5,10,1,63.3187772925764,229
2003,5,10,2,55.7446808510638,235
2003,5,11,1,65.5844155844156,308
2003,5,11,2,64.8876404494382,356
2003,5,12,1,72.2627737226277,274
2003,5,12,2,71.4765100671141,298
2003,5,13,1,75.0809061488673,309
2003,5,13,2,78.9285714285714,280
2003,5,14,1,82.7338129496403,278
2003,5,14,2,85.958904109589,292
2003,5,15,1,90.1287553648069,233
2003,5,15,2,94.4444444444444,180
2003,5,16,1,89.3129770992366,131
2003,5,16,2,91.2621359223301,103
2003,5,NA,1,25,4
2003,5,NA,2,0,5
2003,6,-3,1,54.4857768052516,914
2003,6,-3,2,57.0552147239264,978
2003,6,-2,1,39.1891891891892,222
2003,6,-2,2,38.423645320197,203
2003,6,1,1,32.8,125
2003,6,1,2,27.7777777777778,198
2003,6,2,1,39.8058252427184,103
2003,6,2,2,25.6578947368421,152
2003,6,3,1,22.8813559322034,118
2003,6,3,2,29.0540540540541,148
2003,6,4,1,33.8983050847458,177
2003,6,4,2,33.1818181818182,220
2003,6,5,1,30.939226519337,181
2003,6,5,2,33.5135135135135,185
2003,6,6,1,40.7272727272727,275
2003,6,6,2,40.6349206349206,315
2003,6,7,1,41.7233560090703,441
2003,6,7,2,43.0913348946136,427
2003,6,8,1,51.2765957446809,470
2003,6,8,2,54.1751527494908,491
2003,6,9,1,53.2567049808429,522
2003,6,9,2,54.9450549450549,546
2003,6,10,1,60.8519269776876,493
2003,6,10,2,62.5984251968504,508
2003,6,11,1,70.9379128137384,757
2003,6,11,2,69.9609882964889,769
2003,6,12,1,73.1972789115646,735
2003,6,12,2,76.437587657784,713
2003,6,13,1,78.5219399538106,866
2003,6,13,2,82.0093457943925,856
2003,6,14,1,84.3388960205392,779
2003,6,14,2,86.4963503649635,822
2003,6,15,1,90.6392694063927,438
2003,6,15,2,93.2562620423892,519
2003,6,16,1,89.7058823529412,204
2003,6,16,2,94.921875,256
2003,6,NA,1,40,5
2003,6,NA,2,12.5,8
2003,7,-3,1,49.3002099370189,5716
2003,7,-3,2,45.6408733105599,6733
2003,7,-2,1,40.9001956947162,1022
2003,7,-2,2,37.7298161470823,1251
2003,7,1,1,26.25250501002,499
2003,7,1,2,23.6280487804878,656
2003,7,2,1,20.3947368421053,456
2003,7,2,2,17.6405733186329,907
2003,7,3,1,20.7619047619048,525
2003,7,3,2,16.0356347438753,898
2003,7,4,1,24.7011952191235,753
2003,7,4,2,20.6779661016949,1180
2003,7,5,1,24.3131868131868,728
2003,7,5,2,22.6449275362319,1104
2003,7,6,1,27.5184275184275,1221
2003,7,6,2,28.5714285714286,1631
2003,7,7,1,34.478672985782,1688
2003,7,7,2,36.5056124938995,2049
2003,7,8,1,43.9954467842914,1757
2003,7,8,2,42.5960637300843,2134
2003,7,9,1,47.2445157838416,1869
2003,7,9,2,50.698122291767,2077
2003,7,10,1,58.041958041958,1716
2003,7,10,2,60.0645855758881,1858
2003,7,11,1,65.6547183613753,2734
2003,7,11,2,67.2958133150309,2914
2003,7,12,1,72.9520295202952,2710
2003,7,12,2,73.330990864371,2846
2003,7,13,1,80.5259862241703,3194
2003,7,13,2,80.84375,3200
2003,7,14,1,84.8694725625999,3754
2003,7,14,2,85.6582633053221,3570
2003,7,15,1,90.6559179186515,2729
2003,7,15,2,91.1673151750973,2570
2003,7,16,1,92.8282244071718,1729
2003,7,16,2,93.0133657351154,1646
2003,7,NA,1,33.3333333333333,24
2003,7,NA,2,42.8571428571429,28
2003,NA,-3,1,61.6229116945107,2095
2003,NA,-3,2,61.9140625,2048
2003,NA,-3,NA,0,728
2003,NA,-2,1,45.1612903225806,496
2003,NA,-2,2,46.4135021097046,474
2003,NA,-2,NA,0,115
2003,NA,1,1,23.8839285714286,448
2003,NA,1,2,24.8888888888889,450
2003,NA,1,NA,0,141
2003,NA,2,1,28.6075949367089,395
2003,NA,2,2,27.6162790697674,344
2003,NA,2,NA,0,101
2003,NA,3,1,27.2727272727273,319
2003,NA,3,2,27.0440251572327,318
2003,NA,3,NA,0,88
2003,NA,4,1,29.8755186721992,482
2003,NA,4,2,27.4353876739563,503
2003,NA,4,NA,0,115
2003,NA,5,1,33.1096196868009,447
2003,NA,5,2,33.1658291457286,398
2003,NA,5,NA,0,98
2003,NA,6,1,35.1464435146443,717
2003,NA,6,2,38.5281385281385,693
2003,NA,6,NA,0,168
2003,NA,7,1,43.8144329896907,970
2003,NA,7,2,44.1613588110403,942
2003,NA,7,NA,0,196
2003,NA,8,1,49.4939271255061,988
2003,NA,8,2,54.6085232903865,1009
2003,NA,8,NA,0,169
2003,NA,9,1,56.2741312741313,1036
2003,NA,9,2,55.4040895813048,1027
2003,NA,9,NA,0,180
2003,NA,10,1,64.1158221302999,967
2003,NA,10,2,66.7009249743063,973
2003,NA,10,NA,0,139
2003,NA,11,1,73.3601070950469,1494
2003,NA,11,2,71.6,1500
2003,NA,11,NA,0,209
2003,NA,12,1,79.1298436437797,1471
2003,NA,12,2,79.1808873720137,1465
2003,NA,12,NA,0,188
2003,NA,13,1,84.6448087431694,1830
2003,NA,13,2,86.0235003092146,1617
2003,NA,13,NA,0,189
2003,NA,14,1,90.0201612903226,1984
2003,NA,14,2,89.9237472766884,1836
2003,NA,14,NA,0,284
2003,NA,15,1,94.3181818181818,1408
2003,NA,15,2,94.5454545454545,1375
2003,NA,15,NA,0,74
2003,NA,16,1,94.7305389221557,835
2003,NA,16,2,96.2825278810409,807
2003,NA,16,NA,0,45
2003,NA,NA,1,0,1
2003,NA,NA,2,0,4
2003,NA,NA,NA,0,13656
2007,4,-3,1,78.0051150895141,391
2007,4,-3,2,80.4532577903683,353
2007,4,-2,1,74.4827586206897,145
2007,4,-2,2,78.6666666666667,150
2007,4,1,1,81.1764705882353,85
2007,4,1,2,74.4444444444444,90
2007,4,2,1,73.6842105263158,38
2007,4,2,2,66.6666666666667,48
2007,4,3,1,70,30
2007,4,3,2,72.3404255319149,47
2007,4,4,1,71.6981132075472,53
2007,4,4,2,56,50
2007,4,5,1,70.2127659574468,47
2007,4,5,2,81.1320754716981,53
2007,4,6,1,74.4444444444444,90
2007,4,6,2,79.2792792792793,111
2007,4,7,1,74.2268041237113,97
2007,4,7,2,76.3636363636364,110
2007,4,8,1,80.4123711340206,97
2007,4,8,2,74.7747747747748,111
2007,4,9,1,81.8965517241379,116
2007,4,9,2,83.6206896551724,116
2007,4,10,1,81.8181818181818,110
2007,4,10,2,83.6538461538462,104
2007,4,11,1,89.6969696969697,165
2007,4,11,2,85.4166666666667,144
2007,4,12,1,85.3107344632768,177
2007,4,12,2,94.2196531791908,173
2007,4,13,1,92.6470588235294,204
2007,4,13,2,96.9849246231156,199
2007,4,14,1,96.5779467680608,263
2007,4,14,2,96.3800904977376,221
2007,4,15,1,94.9612403100775,258
2007,4,15,2,97.6076555023923,209
2007,4,16,1,97.9452054794521,146
2007,4,16,2,97.9310344827586,145
2007,4,NA,1,42.8571428571429,7
2007,4,NA,2,71.4285714285714,14
2007,5,-3,1,73.2447817836812,527
2007,5,-3,2,74.6140651801029,583
2007,5,-2,1,66.5137614678899,218
2007,5,-2,2,67.156862745098,204
2007,5,1,1,71.7557251908397,131
2007,5,1,2,64.6706586826347,167
2007,5,2,1,60.4938271604938,81
2007,5,2,2,65.8333333333333,120
2007,5,3,1,61.9718309859155,71
2007,5,3,2,63.4615384615385,104
2007,5,4,1,66.3157894736842,95
2007,5,4,2,58.0152671755725,131
2007,5,5,1,70.6521739130435,92
2007,5,5,2,71.2871287128713,101
2007,5,6,1,65.945945945946,185
2007,5,6,2,70.7692307692308,195
2007,5,7,1,66.015625,256
2007,5,7,2,68.2608695652174,230
2007,5,8,1,69.7211155378486,251
2007,5,8,2,72.4444444444444,225
2007,5,9,1,78.968253968254,252
2007,5,9,2,85.823754789272,261
2007,5,10,1,71.0526315789474,228
2007,5,10,2,83.1967213114754,244
2007,5,11,1,79.0322580645161,310
2007,5,11,2,83.8526912181303,353
2007,5,12,1,83.3865814696486,313
2007,5,12,2,92.1232876712329,292
2007,5,13,1,84.8765432098765,324
2007,5,13,2,93.5975609756098,328
2007,5,14,1,90.3030303030303,330
2007,5,14,2,95.6810631229236,301
2007,5,15,1,91.5094339622642,318
2007,5,15,2,96.5250965250965,259
2007,5,16,1,96.2962962962963,216
2007,5,16,2,98.125,160
2007,5,NA,1,50,4
2007,5,NA,2,50,4
2007,6,-3,1,70.3664921465969,955
2007,6,-3,2,74.7774480712166,1011
2007,6,-2,1,62.0805369127517,298
2007,6,-2,2,70.3703703703704,243
2007,6,1,1,59.0476190476191,105
2007,6,1,2,55,160
2007,6,2,1,56.7567567567568,74
2007,6,2,2,52.9411764705882,119
2007,6,3,1,55.4054054054054,74
2007,6,3,2,60,110
2007,6,4,1,51.304347826087,115
2007,6,4,2,55.7251908396947,131
2007,6,5,1,58.2089552238806,134
2007,6,5,2,60.7843137254902,153
2007,6,6,1,52.5423728813559,236
2007,6,6,2,62.3239436619718,284
2007,6,7,1,62.1451104100946,317
2007,6,7,2,67.2872340425532,376
2007,6,8,1,67.2897196261682,321
2007,6,8,2,73.209549071618,377
2007,6,9,1,75.7303370786517,445
2007,6,9,2,80.8695652173913,460
2007,6,10,1,77.7493606138107,391
2007,6,10,2,80.9139784946236,372
2007,6,11,1,80.6015037593985,665
2007,6,11,2,87.8164556962025,632
2007,6,12,1,86.2745098039216,663
2007,6,12,2,89.4736842105263,684
2007,6,13,1,88.9333333333333,750
2007,6,13,2,93.1524547803618,774
2007,6,14,1,92.0634920634921,819
2007,6,14,2,96.1222091656874,851
2007,6,15,1,95.2898550724638,552
2007,6,15,2,97.9066022544283,621
2007,6,16,1,97.6897689768977,303
2007,6,16,2,97.7564102564102,312
2007,6,NA,1,66.6666666666667,18
2007,6,NA,2,62.5,16
2007,7,-3,1,66.6934705693149,6218
2007,7,-3,2,63.6681589255736,7148
2007,7,-2,1,59.917695473251,1215
2007,7,-2,2,58.8196286472148,1508
2007,7,1,1,39.9002493765586,401
2007,7,1,2,40.072202166065,554
2007,7,2,1,34.0277777777778,288
2007,7,2,2,33.1262939958592,483
2007,7,3,1,32.7710843373494,415
2007,7,3,2,31.3698630136986,730
2007,7,4,1,33.125,640
2007,7,4,2,32.8416912487709,1017
2007,7,5,1,33.4426229508197,610
2007,7,5,2,35.7749469214437,942
2007,7,6,1,40.1582591493571,1011
2007,7,6,2,43.5125448028674,1395
2007,7,7,1,47.4311243484736,1343
2007,7,7,2,50.885208452313,1751
2007,7,8,1,55.9691011235955,1424
2007,7,8,2,58.7992937021777,1699
2007,7,9,1,61.8985695708713,1538
2007,7,9,2,66.798418972332,1771
2007,7,10,1,69.3444730077121,1556
2007,7,10,2,74.3697478991597,1666
2007,7,11,1,77.2517804775869,2387
2007,7,11,2,80.1151631477927,2605
2007,7,12,1,82.794001578532,2534
2007,7,12,2,85.6874530428249,2662
2007,7,13,1,89.7694056511855,3079
2007,7,13,2,91.3623372499206,3149
2007,7,14,1,92.8161704452336,3661
2007,7,14,2,94.7368421052632,3591
2007,7,15,1,94.8356807511737,3408
2007,7,15,2,95.9071472205253,3274
2007,7,16,1,97.4978429680759,2318
2007,7,16,2,97.5269784172662,2224
2007,7,NA,1,52.112676056338,71
2007,7,NA,2,56,75
2007,NA,-3,1,78.3771734284441,2243
2007,NA,-3,2,77.9591836734694,2205
